7.729e-06,10
6.575e-06,10
6.125e-06,10
6.074e-06,10
5.864e-06,10
5.816e-06,10
5.923e-06,10
5.796e-06,10
6.161e-06,10
5.688e-06,10
5.53e-06,10
5.716e-06,10
5.709e-06,10
5.814e-06,10
5.561e-06,10
5.822e-06,10
5.995e-06,10
5.622e-06,10
5.463e-06,10
5.789e-06,10
5.59e-06,10
5.964e-06,10
5.578e-06,10
5.659e-06,10
5.951e-06,10
5.576e-06,10
5.698e-06,10
5.589e-06,10
5.431e-06,10
5.653e-06,10
5.296e-06,10
5.719e-06,10
5.506e-06,10
5.494e-06,10
5.688e-06,10
5.413e-06,10
5.434e-06,10
5.84e-06,10
5.756e-06,10
5.842e-06,10
5.684e-06,10
5.403e-06,10
5.675e-06,10
5.358e-06,10
5.456e-06,10
5.503e-06,10
5.36e-06,10
5.598e-06,10
5.428e-06,10
5.69e-06,10
5.537e-06,10
5.585e-06,10
5.597e-06,10
5.954e-06,10
5.808e-06,10
5.769e-06,10
5.537e-06,10
5.772e-06,10
5.705e-06,10
5.688e-06,10
5.64e-06,10
5.575e-06,10
5.817e-06,10
5.625e-06,10
5.458e-06,10
5.476e-06,10
5.367e-06,10
5.381e-06,10
5.441e-06,10
5.472e-06,10
5.565e-06,10
5.576e-06,10
5.709e-06,10
5.418e-06,10
5.669e-06,10
5.582e-06,10
5.454e-06,10
5.575e-06,10
5.533e-06,10
5.687e-06,10
5.536e-06,10
5.469e-06,10
5.387e-06,10
5.566e-06,10
5.528e-06,10
5.587e-06,10
5.458e-06,10
5.419e-06,10
5.401e-06,10
5.602e-06,10
5.592e-06,10
5.513e-06,10
5.57e-06,10
5.43e-06,10
5.431e-06,10
5.462e-06,10
5.454e-06,10
5.388e-06,10
5.728e-06,10
5.503e-06,10
5.591e-06,10
5.44e-06,10
5.923e-06,10
5.862e-06,10
5.466e-06,10
5.466e-06,10
5.656e-06,10
5.515e-06,10
5.498e-06,10
5.521e-06,10
5.48e-06,10
5.572e-06,10
5.581e-06,10
5.558e-06,10
5.556e-06,10
5.596e-06,10
5.727e-06,10
5.701e-06,10
5.474e-06,10
5.864e-06,10
5.563e-06,10
5.628e-06,10
5.444e-06,10
5.484e-06,10
5.549e-06,10
5.557e-06,10
5.501e-06,10
5.549e-06,10
5.59e-06,10
5.725e-06,10
5.579e-06,10
5.795e-06,10
5.523e-06,10
5.659e-06,10
5.626e-06,10
5.632e-06,10
5.429e-06,10
5.398e-06,10
5.572e-06,10
5.526e-06,10
5.548e-06,10
5.706e-06,10
5.527e-06,10
5.586e-06,10
5.617e-06,10
5.445e-06,10
5.656e-06,10
5.615e-06,10
5.444e-06,10
5.377e-06,10
5.611e-06,10
5.472e-06,10
5.334e-06,10
5.516e-06,10
5.663e-06,10
5.441e-06,10
5.648e-06,10
5.529e-06,10
5.355e-06,10
5.503e-06,10
5.899e-06,10
5.588e-06,10
5.439e-06,10
5.608e-06,10
5.506e-06,10
5.685e-06,10
5.384e-06,10
5.667e-06,10
5.612e-06,10
5.78e-06,10
5.703e-06,10
5.482e-06,10
5.379e-06,10
5.65e-06,10
5.507e-06,10
5.396e-06,10
5.794e-06,10
5.7e-06,10
5.726e-06,10
5.831e-06,10
5.627e-06,10
5.789e-06,10
5.641e-06,10
5.542e-06,10
5.576e-06,10
5.709e-06,10
5.564e-06,10
5.702e-06,10
5.431e-06,10
5.692e-06,10
5.575e-06,10
5.564e-06,10
5.58e-06,10
5.496e-06,10
5.704e-06,10
5.414e-06,10
5.667e-06,10
5.546e-06,10
5.65e-06,10
5.638e-06,10
5.661e-06,10
5.663e-06,10
5.674e-06,10
5.494e-06,10
5.745e-06,10
5.429e-06,10
5.616e-06,10
5.481e-06,10
5.73e-06,10
5.612e-06,10
5.701e-06,10
5.788e-06,10
5.721e-06,10
5.536e-06,10
5.599e-06,10
5.714e-06,10
5.642e-06,10
5.657e-06,10
5.47e-06,10
5.689e-06,10
5.477e-06,10
5.801e-06,10
5.56e-06,10
5.498e-06,10
5.556e-06,10
5.521e-06,10
5.65e-06,10
5.479e-06,10
5.403e-06,10
5.528e-06,10
5.459e-06,10
5.39e-06,10
5.844e-06,10
5.512e-06,10
5.549e-06,10
5.517e-06,10
5.851e-06,10
5.519e-06,10
5.567e-06,10
5.631e-06,10
5.732e-06,10
5.642e-06,10
5.589e-06,10
5.758e-06,10
5.543e-06,10
5.596e-06,10
5.466e-06,10
5.515e-06,10
5.676e-06,10
5.527e-06,10
5.721e-06,10
5.338e-06,10
5.352e-06,10
5.278e-06,10
5.884e-06,10
5.538e-06,10
5.6e-06,10
5.541e-06,10
5.72e-06,10
5.325e-06,10
5.489e-06,10
5.52e-06,10
5.561e-06,10
5.63e-06,10
5.32e-06,10
5.633e-06,10
5.662e-06,10
5.383e-06,10
5.432e-06,10
5.613e-06,10
5.693e-06,10
5.642e-06,10
5.436e-06,10
5.574e-06,10
5.462e-06,10
5.713e-06,10
5.72e-06,10
5.54e-06,10
5.896e-06,10
5.38e-06,10
5.792e-06,10
5.599e-06,10
5.503e-06,10
5.531e-06,10
5.672e-06,10
5.544e-06,10
5.76e-06,10
5.546e-06,10
5.555e-06,10
